trip_id,duration_minutes,distance_miles,hard_braking_events,speeding_events,night_driving_minutes,distraction_score
8015a958-2698-4f97-b985-707dcac0f085,44.3,27.7,1,2,31.7,0.86
3d55d90a-b628-4df0-9816-53232af57eef,39.4,32.2,3,3,38.7,0.72
9a648b42-7f61-4dce-9800-421d46669d05,43.6,39.6,5,2,27.8,0.68
c75732b6-3d41-4f8a-8193-d57434fbeeb8,39.8,36.5,3,2,24.7,0.81
8afa7a0d-4fdc-4145-9db0-5e3849360621,21.2,9.5,1,0,12.2,0.16
f640a035-7b4f-486d-8240-396a4d80156b,15.7,8.3,0,0,14.8,0.34
830f4672-fd73-488f-b9ab-4deb76d29000,28.5,29.6,2,2,23.2,0.6
cb763ab8-a06c-43af-9181-0c55b0a9f8e8,16.2,15.5,2,2,15.3,0.8
88ae78a4-bcbf-4773-98d8-2e91b2066036,20.3,21.3,4,0,16.6,0.55
1340aa44-f34f-4de0-b1cb-d1305ed1c17d,38.8,22.3,2,2,26.3,0.87
c5bac6b8-f923-4900-aa61-66270e5d46fa,53.0,40.9,5,3,35.7,0.7
73a23491-66f5-4e82-b222-d6bd117bb9ef,39.1,31.1,4,2,21.9,0.66
30c50646-88e1-4208-ad74-bf49721319e5,11.2,5.9,5,2,9.2,1.0
005b440d-0622-4ad5-b3a0-12ff9333f0ed,32.0,28.0,5,2,24.9,0.52
8bdc05b3-c4c5-41f4-aa8a-2812dea597f0,33.4,29.8,4,3,26.2,0.86
597f5e0f-c2d2-41e2-a7b0-747be25f75a5,29.8,17.0,1,0,23.3,0.26
5474c52f-fdac-4cba-942d-f8396e3a8be0,42.5,23.2,3,2,38.9,0.68
2a5a9f19-07bc-44d3-a5c7-52525fbb9c59,24.6,25.3,4,1,5.3,0.66
298d490c-5cd1-430a-9f80-7443940420a7,27.3,19.2,2,0,23.5,0.08
90aa3b04-bb38-4eb5-9815-a5a03622df7d,22.8,11.4,0,0,21.0,0.27
cc03441d-f5ba-4d18-b049-6d285bc3940e,33.2,16.4,0,0,20.5,0.2
b6359749-5cb4-4e37-bca4-6520e0914edf,14.1,9.5,0,0,7.5,0.33
eedd8560-f1ff-4b4e-a8fb-611bc8126ac9,24.3,14.2,3,2,15.9,0.89
999d3201-371b-4a31-b0b6-743dd56cb9e1,32.3,31.2,3,2,31.7,0.7
7de83053-185c-4f4c-99c8-bbaec4744843,20.9,10.0,1,0,19.6,0.2
dae37992-573b-45c2-b65f-6ca3b02af16d,10,11.8,2,2,9.3,0.74
1149e284-f388-4a98-9eec-0a3a2a7ecdd8,41.1,36.3,5,3,28.3,0.38
3757a2ed-7030-47ff-bc78-2abf852644f1,13.5,7.5,0,0,8.6,0.14
10d3313b-861b-4da9-82d1-6e94f99f8950,35.6,19.9,1,1,26.6,0.22
67e7b487-baf4-4fb2-a621-5c1b6c5ec180,52.0,38.5,3,2,49.5,0.79
f0fdcc1f-c017-4a06-8e61-915b1e14a1ab,59.0,61.9,2,3,53.0,0.71
e80fead9-989c-4e79-ac96-ac8a15a0ec86,54.7,49.0,4,1,36.5,1.0
0b685ceb-a967-49d4-b5cf-3181058a90db,14.0,8.0,0,0,12.3,0.23
ee76aeb3-7017-4268-9609-3b1fd2fa7218,8,4.3,0,1,4.9,0.08
f56749cc-e735-4dc8-9583-e5c669892bd3,43.7,38.6,4,1,38.9,0.53
038b946a-d5b7-45b0-a5bf-499c45255718,41.1,28.9,3,2,24.0,1.0
b67a5f90-6d4b-4979-832f-05c7bad58613,31.0,13.1,0,0,29.1,0.14
84a89d92-4502-4776-a01a-c48923223be8,15.4,9.9,0,0,13.9,0.16
c0861a70-88cd-4e28-bb18-78662dcebc86,50.8,41.9,2,3,34.9,0.83
11d0bb59-7f9b-443b-8979-0ec8bbff3af0,27.3,13.8,0,1,18.3,0.27
f518611b-55f3-4220-90a7-2e669f85173c,36.5,21.5,1,0,18.6,0.21
4cc48e14-73b7-4c1f-8441-9a7178e4211f,55.3,28.7,2,3,44.9,0.9
1fa1b3ca-b0f6-4e5f-8fb0-7b42fa622eb4,43.4,18.6,3,3,29.9,0.75
34933288-f2b2-442b-bf6b-80658b0adf6f,43.0,22.2,2,0,21.0,0.64
b4f3836a-4b63-4942-83d0-e7fd1e7e224a,37.4,30.7,5,2,33.3,0.68
d31843a8-5125-4a1f-8d62-f52af390dd02,20.2,8.9,0,0,8.9,0.19
ac6c63e5-b5fc-4829-8f98-0ed2d98723e1,52.1,42.5,5,1,36.8,0.56
3410ac15-3090-4608-b8d8-bbbc7cca1bd0,41.2,30.1,3,1,32.5,0.78
04ea64d1-b535-45bf-abe5-bb0b30daa591,28.7,21.0,5,2,15.5,0.96
19fa7bd4-596c-41b0-9678-6fe273210313,31.5,20.0,0,0,23.4,0.07
da9c24aa-92c8-42b1-9a99-dd895b3bfa64,40.7,26.0,4,0,29.7,0.49
150f13bb-042e-4503-bfa1-51e7a1f247b7,36.4,20.2,0,1,24.6,0.18
8af2b4d0-00c3-4f12-88dc-1ec980e493f7,58.0,55.2,2,1,56.5,0.78
3f509194-f99f-4270-a0ee-ff5586e6c35e,33.0,18.3,0,0,27.1,0.35
a581491c-6a07-4d41-bf86-368c5f15edaf,44.9,29.7,4,2,14.9,0.57
e0b551dd-66c9-467f-8a55-2fd12cd0f7dd,34.0,21.0,0,0,14.0,0.09
84787fd4-7f08-4a5e-87d0-e9f69e0bfe89,30.8,10.4,1,0,30.1,0.06
e10d045e-c3e6-49a4-bb24-e76ce9f1d27b,19.3,12.0,1,0,10.0,0.31
dd235c71-d07c-4f35-b50a-e3a6a7da3272,15.4,10.0,2,1,6.6,0.75
9f8ab330-55a9-4a05-8b29-63f02250a896,47.3,27.6,4,2,23.8,0.76
4f41fd94-a1fd-42da-b7d7-f28cb07cb654,23.0,12.6,0,0,19.4,0.24
46f8e26f-c4d0-472d-9529-44fea8e408bf,31.0,28.6,5,1,25.5,0.89
cd859e62-d3ab-437f-b44c-20fdf087f8d3,51.7,35.4,3,2,23.6,0.53
1fba4b98-de41-47dc-9518-96205fa55685,21.1,7.8,0,0,15.6,0.31
a64b3000-4088-4135-ba6e-38073ec9ed62,27.9,19.6,4,3,19.0,0.72
042f9415-dd3e-4cdd-8592-1f589a363ce4,36.7,13.1,0,0,16.5,0.15
50153ab4-1f3e-4e73-9076-51bb4b359916,47.7,36.4,4,2,36.7,0.46
7a1b3419-43e2-48a3-8f5e-76c502827846,22.8,13.5,2,0,11.6,0.03
096380e6-9942-4ef8-b59f-0dd48b02de07,64.7,41.9,4,1,61.0,0.86
aa1a1edb-1b66-42fb-a509-38bcc0d88857,22.6,18.3,4,0,14.5,0.43
13ab5dc8-5524-4d0b-90dc-ac731d6fd009,44.2,44.8,5,2,16.9,0.65
16ead974-f7f1-4d20-922f-f08154ad3e39,18.7,8.4,0,0,13.0,0.33
454de004-aa9f-4be9-8c63-e07cb97bbfce,50.3,35.6,3,3,23.6,0.75
7e1f5f7c-46cc-4143-9ac0-c415540b933c,47.0,36.8,1,1,23.4,0.67
faf25ab9-7253-4bba-9980-6147c0b64651,43.6,48.5,5,3,18.7,0.96
30430d7c-02d1-4e04-8bf1-f79ab3a5ba0c,28.3,18.6,0,0,11.8,0.17
8e694f5e-af09-4c34-be3f-20ce7c8db747,23.2,19.3,5,2,20.7,0.8
29cc0fbd-a86d-43ee-b099-4302461c6238,32.1,13.2,0,0,27.4,0.4
0258fdba-6ccf-4d92-a8ea-c9f715360fd8,43.7,29.8,3,2,29.1,0.6
c6947e45-6fe4-46e1-ab91-848b5fec75e4,16.4,9.4,0,0,15.9,0.24
d83a3cbe-91fa-4982-bde7-ae02b0b342e1,25.4,24.2,2,2,17.0,0.66
68a81bf0-63c3-4666-8be2-e9cace154ce9,13.6,6.5,0,0,10.4,0.04
6abdd25a-6687-43ae-b05c-dee835be032c,24.6,13.5,0,0,20.7,0.19
033eda3e-3a3c-41fa-91ae-c51804e0ab67,32.8,19.3,0,0,29.3,0.24
9e2cb07e-04f4-4ef3-9720-ffb7a146d2d8,46.4,51.3,1,1,38.4,0.96
3c80a958-9d17-49b3-893d-c9407e800aaf,67.7,52.1,3,1,42.8,0.5
61c08b54-8041-4f67-843e-c8e84478074e,44.3,25.7,5,1,36.3,0.82
6064c326-00ea-4c06-8eb8-408f6d33b067,43.8,33.2,4,2,38.4,1.0
26c8870c-3022-419a-ac24-014fa01bded0,37.2,28.9,3,2,26.7,0.91
aa41f9e0-5513-45f6-a2ee-28192ed0ef7c,27.3,14.6,3,3,23.0,0.72
50738991-5f28-4ca6-b19f-b44685543b12,38.5,31.1,4,2,32.6,0.92
0b347562-af9f-43ce-92a0-30bbd39bca5d,50.8,35.5,3,2,30.8,0.69
283ee77e-fa68-45bf-bf7e-1eb918d344a8,29.7,20.7,2,1,28.3,0.77
9f03a011-5a77-4c5d-b51f-34f16e36645b,27.3,14.8,0,0,22.1,0.32
e3ce38b7-8f96-4fa7-b261-bd7c650d87d1,30.8,17.9,0,0,23.3,0.16
11ebf0ac-6b55-4ea8-9712-8408b0060564,38.8,30.4,5,2,19.4,0.88
94803dae-130c-43d9-9df6-5009bdb16016,28.7,16.7,0,0,10.7,0.27
f1a06795-4cdb-4ab8-90ca-53be25d58ae9,23.0,9.5,0,1,12.9,0.04
4572f0cc-2f96-444a-bd52-dd0315812a8e,39.1,29.7,4,3,32.0,1.0
20cca472-ce20-48a1-88cf-88b48fee4765,18.9,10.0,0,0,15.3,0.21
2e525ec8-1d61-46c0-b0db-d7be1d51a675,37.2,32.9,1,0,21.0,0.92
9966d055-ab8c-4fc9-ac0c-321fd53cf015,49.2,37.5,3,2,35.3,0.88
05782f62-f277-46bf-b84e-050a97f28656,28.4,12.5,0,0,20.8,0.34
e237ec6a-dae2-42de-afd9-98567c956e8d,36.2,18.4,0,1,12.7,0.16
a6f125ae-212a-4867-9670-466ad4f9d941,25.2,16.8,4,2,17.0,0.58
c52f2a14-4877-44db-9d29-eed452db45f2,17.2,12.0,1,0,15.1,0.22
89953397-3940-4433-848c-d4b1d213d5c9,27.8,16.4,0,0,17.8,0.05
62e7a4cf-653f-4134-9742-ded6d5773e06,49.7,51.7,5,1,43.9,0.97
