trip_id,duration_minutes,distance_miles,hard_braking_events,speeding_events,night_driving_minutes,distraction_score
4369f912-8357-4ade-a3dd-9210ffb912bf,60.9,61.4,5,1,15.6,0.47
ee18388a-4a99-43db-bd34-c22abca670fa,12.9,6.4,2,0,1.4,0.11
5f98f310-bc5b-4e9f-8cb7-a46926bb4c2a,16.4,8.6,1,0,4.2,0.04
f22a0f51-43a3-4d7c-a981-48cf459ab5c9,31.1,21.4,0,1,8.2,0.0
06c4d528-7a72-40ac-b1f4-7e8c97a5fb41,43.8,21.3,0,0,5.1,0.0
6c52161f-fc07-4e63-b0bf-e8f754ec9953,10.7,6.5,0,1,2.1,0.05
62b54581-d207-436a-a507-60553057e2a2,11.1,5.5,1,0,1.8,0.03
da2320ba-3fb4-4dd0-b872-be7e57e8369d,64.7,55.9,4,3,11.4,0.59
391e5ba7-f8b6-4eae-b8d7-29ea71c9d6e2,26.9,12.0,0,0,1.0,0.15
34b68408-74b1-4eb1-bcf1-832202f83cc8,21.5,10.1,0,0,3.4,0.0
64f22572-d4c0-4bdf-ab6d-07c8b925192e,22.5,10.5,0,0,1.0,0.32
da08b03a-cc30-4437-b2c1-956358a6496c,11.7,2.9,0,0,1.8,0.32
9cbd63c6-4c41-4c96-86e8-2e4470e9dee7,10.3,6.6,1,0,0.7,0.12
072355cd-1d46-4c61-bb94-aa92e9471d69,17.8,7.1,0,0,1.3,0.09
92d70469-8ff8-4232-b175-ae98e239f5f9,41.1,38.7,3,0,1.8,0.62
3cb39210-0f4a-4e14-97cc-075602922690,39.9,17.3,1,0,1.4,0.13
d6e41a05-6b70-4130-a0d0-0f240c047ab1,28.9,16.8,0,0,0.3,0.0
df88c127-3f7b-49db-9700-f05fcee6b31e,18.7,9.9,1,0,2.2,0.11
51089c00-61f4-45be-be87-2d904eb39d88,37.5,25.3,5,3,0.1,0.74
363f311f-5d1c-4e9e-8b82-3a31b919e06e,34.8,13.8,0,0,4.9,0.07
96f7798f-3986-4509-b63c-f509a078f3d6,21.7,11.6,0,0,0.2,0.01
5e526077-f501-4140-bd5a-1a3b58da4830,23.8,13.0,0,0,1.6,0.0
1aec5613-1468-4cb7-959a-971bbe45453b,15.9,11.5,0,0,3.3,0.1
0ef9ee2c-c646-4c7a-afbf-a23b3b070882,31.8,16.2,0,0,4.8,0.0
a894e8c5-0683-4997-88fd-121e95713a15,18.9,11.2,0,0,0.2,0.16
c3e5b90c-7f1e-4dd9-a773-63bf2c2405b5,33.2,18.1,0,0,5.1,0.26
52315fd0-4355-498f-a300-9ae1ee2a5b95,25.9,12.4,0,0,1.9,0.06
cabf75c2-4210-4bae-8b2c-23acbc10d02c,17.7,8.8,0,0,0.3,0.16
d07da5eb-0f1e-41cd-82e7-8eafbd4d045b,8,4.3,0,0,0.9,0.21
1faa0848-8869-4704-b15c-e2f8b64e7deb,8,3.2,1,1,0.2,0.19
e7f1c4b8-3cc2-4b3f-a6ce-81def30d2588,27.3,12.9,0,0,3.5,0.22
89a4af23-3e1b-4ebe-b1f2-ef4cfc5701d8,31.6,18.3,1,1,0.9,0.14
7df9fefc-401a-47af-a930-bfe4f4080d1e,38.3,19.0,0,1,0.3,0.23
d2a8f003-5ea2-4a32-8467-ea767167e3aa,30.6,20.2,0,0,5.2,0.17
a8d83afb-4851-428d-ad8b-c84747b0de57,15.2,9.1,0,0,0.7,0.0
744ba7a5-a7e5-4a38-a852-d67684b2856f,18.8,9.7,0,0,4.4,0.05
73deca18-a19b-4069-a673-459b8db8e27e,28.2,11.7,1,0,2.1,0.09
4218a3cd-f7e2-4e03-ae20-259793434bd8,30.0,15.9,0,0,2.5,0.02
511354d4-b08d-4bd1-a060-b23bac046b14,11.3,4.8,0,1,3.3,0.11
14f7e059-3722-489b-8566-51b68916f8d3,20.2,8.9,0,0,0.2,0.19
375aa4a2-b0ca-4f98-b046-80c1336a13ff,37.1,25.9,4,1,2.4,0.81
b9716347-df21-42a1-b264-af188d0be3cd,19.2,10.7,0,1,0.7,0.14
7bbe1368-6bd6-4a4b-a83e-2ab7f5c55d32,19.5,8.9,0,0,1.1,0.08
0a65a781-6cbd-4f88-9e9a-215f321a7caf,22.1,13.5,0,0,0.4,0.19
8b59ab9f-8c82-4367-90b5-2ed23f60cb80,28.9,19.3,2,0,3.6,0.23
1fbdd2ce-19fb-435f-badd-2bc6491dc3fd,18.2,13.0,0,0,0.2,0.03
cdce7268-6dc1-4d15-8ea0-fb0f41f1f630,29.9,15.5,0,1,5.5,0.0
ed9822e4-ec18-454c-a1a2-9273a2c3f99e,8.5,3.7,0,1,1.8,0.08
06bb6cc1-e5c1-4417-a5b4-79ad6f9463c9,26.9,9.7,0,0,2.5,0.24
fdba48e7-c95f-4d56-b16f-dab20b6e06a0,23.9,23.1,2,1,3.1,0.29
2984cbff-bc32-4744-8cab-3e7fed5e700f,12.7,7.3,0,0,1.6,0.07
42925197-5dbf-488d-a6c7-efc20d3e2e68,17.5,5.7,1,1,2.7,0.06
c137af24-b17b-4b6d-ad5c-1f0df7275a2c,23.6,12.3,0,0,0.7,0.12
0a193099-65c9-4c78-9f3b-e4602fa36c09,30.8,16.4,0,0,1.9,0.0
8121abc3-440c-4d97-8fea-1d756b5e38f9,16.5,6.0,0,0,0.4,0.0
610acd1a-5236-4eb9-8cad-1134d997871c,25.1,12.9,1,1,0.1,0.07
b7b2330f-f4c0-424d-b55f-1ffdde998494,8,3.7,0,0,0.4,0.17
02b3183c-56e7-4cc9-9024-be49de0d559d,30.6,14.4,0,0,1.5,0.14
13e73013-20d5-4915-bdf3-15782ae0e899,48.2,42.7,5,1,12.7,0.75
2c3095ca-0bfd-4e66-9ac0-141cc88d1501,23.9,12.4,0,0,0.5,0.0
b04da071-6691-481c-893e-632708688f7c,17.3,8.0,1,0,1.9,0.0
566583ad-48de-4ecf-adf8-fc32d26ff381,15.8,10.3,0,0,0.8,0.09
6c1f76dc-17c4-43e1-8e4e-2e5b1060d8af,31.4,16.2,2,1,4.3,0.71
75d20878-b4e3-4b9e-ba73-177c184a3d12,11.8,4.9,1,0,1.8,0.14
0008e933-f181-4ada-8789-1741dba6e1e0,69.7,70.5,2,2,3.5,0.72
25e8c39e-1f86-447a-91ce-9183c6c46bc7,24.3,14.5,0,0,4.3,0.07
050f69ab-9620-42d4-9dc6-21386b9b9698,22.5,12.8,0,0,0.6,0.26
5dd462f9-66b0-4158-b577-579f48a78a03,23.7,12.7,0,0,0.4,0.35
b3b55968-3cd9-4deb-bb4a-1589366378c1,18.5,9.3,0,0,1.2,0.24
3d1fee72-f420-48e0-8e16-5bda652e68ab,15.2,8.9,0,0,0.0,0.03
e8d58742-50f9-4a1b-b0ed-8b0d49d94249,27.6,12.8,0,0,0.9,0.12
6443ec71-92b6-4d2c-9743-13280777757e,19.0,9.6,0,0,1.0,0.05
1584e18e-ead9-4a17-8155-8be0f6fe0b41,33.7,11.9,0,0,0.5,0.0
a797f6b0-52fd-4b85-b5e9-1c984f286101,26.8,12.1,0,0,0.5,0.04
318ae4cc-2fcc-42be-a544-33dd1df10ddd,29.0,12.2,0,0,8.9,0.03
ff6bed5a-de64-401a-88fc-d703d88fb44f,20.2,11.0,0,1,4.3,0.09
5a7b95b5-81c3-4d2a-9790-6dd8a650fc00,21.6,11.4,2,0,1.3,0.0
2f617461-6bf6-4b96-9e0f-0ee7433b0e7f,30.1,18.0,0,0,2.1,0.11
e4d22fba-6341-4b9a-85a7-fa6fec08add5,31.4,13.6,0,1,3.0,0.05
fcc2c54a-02c1-4f91-8c01-c1a58fc61650,23.1,11.3,2,0,4.6,0.01
ca10a994-f342-4632-bd8d-2caceb9f6776,26.8,12.6,2,1,6.9,0.07
a1e6bc81-54b5-4238-aea7-051114529bf0,34.9,18.5,1,0,0.4,0.15
c9f5a4fe-b8f2-4d84-97eb-f4c53fbc5815,24.8,9.5,0,0,2.4,0.11
7ea0413d-da96-4948-963c-625453ffe6ea,31.0,18.6,1,0,4.7,0.16
b2ea964d-c1ed-4a9d-868f-e801531ee259,49.2,30.8,4,3,1.9,0.83
0c18bf86-cb5a-433a-b576-4c164252211f,26.5,17.6,1,0,2.4,0.06
5e151b0b-b51a-4078-a9e2-dc8476e93030,38.2,28.8,2,2,0.9,0.37
1b78c744-287f-46ff-b960-7472c14afe23,25.0,16.0,0,1,0.9,0.14
57ae9ab1-c996-4270-8760-ede501ec1b7f,9.6,2.8,0,0,1.2,0.16
75ec0d76-5f4e-4bc7-ae74-aea520cd2639,19.9,9.1,1,0,0.9,0.27
ccb4ab42-158a-44b7-ace3-722646aca638,24.4,13.5,0,0,1.6,0.0
dac6bfbe-6ad6-4239-9235-9c710ac3af16,34.3,17.7,2,0,4.0,0.21
25322ef9-6355-416e-b31a-d80270daf130,22.2,11.9,0,0,1.0,0.16
900cc093-24ca-4445-a0a5-82bc864a4b50,19.1,8.4,0,0,0.1,0.35
a156fcde-1c53-48bd-8eab-a37626292c64,53.1,48.2,4,2,1.5,0.99
6b71cfbd-da75-4b3c-8af4-638dd3f411cb,31.5,17.3,0,0,3.1,0.01
acbc5c46-2f69-44d9-a609-16ca21c340bc,30.0,13.6,0,0,4.3,0.23
399255d3-3413-4425-873a-3eea646cc7eb,24.6,11.7,0,0,2.7,0.1
0e93fd43-0f6b-4098-98af-71ae8fabc3ac,21.4,14.2,0,0,1.8,0.14
9f006954-8c24-49cc-a3f0-b19ff83da789,26.5,16.4,0,0,2.5,0.08
2ac2d5a1-3bc8-4741-8e2b-4013e3ce7437,45.5,39.4,5,3,5.7,0.63
48aa2d1f-f950-4425-a538-63561521dbf9,37.4,22.5,0,0,0.6,0.0
8ac574cc-72d2-490a-9cfa-57a6c2bdd7bf,25.9,17.7,0,1,1.4,0.15
14e692f7-f7ab-41f1-9c6f-07fbd8dfa67b,28.7,23.1,5,2,8.1,0.86
4eb07be7-cec0-4321-9fa4-a99bd3a141b1,32.1,20.8,0,0,4.8,0.07
c4c91f31-9ab6-4cd2-a8ce-d512a8bb3543,13.0,9.1,0,0,0.2,0.12
725e4ada-f093-4e72-ad24-7b5cf95a2186,16.6,9.5,0,0,1.6,0.13
f41b18b5-bfb6-4249-88d2-e7b0a8c27e8b,15.3,6.6,1,0,0.4,0.17
413472c0-9863-4cdd-b20a-8d28add2ef50,26.8,14.6,0,0,3.1,0.15
7e657cc8-3ff2-4dd2-bcb8-c3f3af2287a1,17.0,8.7,0,0,2.7,0.22
f60948b3-f4b0-4f55-96c0-c0311d1d81bf,15.4,4.7,1,0,0.9,0.23
ec007586-2b85-4c79-8c99-456780f00157,20.7,8.9,0,0,4.7,0.26
c45a1185-e11a-435b-bc06-f58cac3a22b2,27.6,14.2,1,0,9.6,0.06
dec732c2-5582-4ac9-8214-e9e11d281f52,10.1,5.4,0,0,0.1,0.16
a208c52e-6173-4f7c-83fd-0d57aeca42f5,21.9,11.8,2,0,1.6,0.01
67ce1c7d-54f9-4170-bf30-a58895731e73,39.3,11.5,0,1,1.7,0.04
f7edb2c3-c574-41de-960c-75a444ec77a1,21.2,16.2,2,1,3.5,0.62
d4035adc-5e28-491c-8e24-1b5ecada8f93,25.6,10.2,0,1,0.3,0.11
330e0db1-122c-4d1b-a762-f3e983db39e2,32.2,18.1,0,1,2.6,0.01
017825cc-8adc-4746-8e71-a7e0c0598ea7,35.4,15.2,0,0,0.8,0.21
c9c486cc-068e-40cd-9328-28265246745b,19.0,10.6,0,0,0.3,0.0
13b5e706-c871-4d91-860b-fb8f6491f3ed,9.0,5.0,2,0,0.3,0.0
bf96b7c7-717e-4c59-bc0a-2c93602efd5b,15.1,6.7,0,0,2.7,0.0
446abedb-5e95-4e51-83ad-e45e3d068d71,28.9,11.5,1,0,2.0,0.12
b3c5f39c-bfc9-4daf-b579-4e5025b00078,26.1,15.6,4,3,2.4,0.43
6c06ad7b-bcdf-4904-8786-0a1bbce334ac,26.2,13.3,1,0,4.2,0.12
2d1bdcaf-a485-4ec6-a7a7-4a9bb89cfbdc,15.9,10.0,1,0,0.9,0.02
2b3943de-4109-49a9-a4ba-cec045d43f79,26.6,11.8,2,0,2.7,0.12
137e0c16-fd61-4ea7-8df7-b32c87b5051c,30.5,19.0,0,0,7.9,0.22
5358d2a3-0d68-459f-bf55-361f74ad54e1,15.8,9.5,0,0,1.4,0.15
45846849-69e2-46db-9ab7-4f77637cfab5,10.2,6.5,0,0,0.5,0.08
ba02eba6-a749-466b-8038-7e3b2550be5f,26.0,12.4,1,0,1.2,0.14
84e30305-d1ea-4f4f-99b6-7b923685f1b1,44.8,26.6,0,0,0.6,0.1
a7e96df3-b302-41bd-be0e-1d53a58eb3f2,21.2,9.6,1,0,0.4,0.11
3104f66a-6fec-4253-aca3-b706899b4e14,11.4,8.0,0,0,1.0,0.15
014d3795-8ee6-4120-ab3e-a44d945c1ffd,28.3,14.9,2,0,3.6,0.16
3f1f5167-ebef-4ccc-b8ef-1f1d2036565d,24.0,13.6,0,0,0.5,0.24
81c4fc7a-9233-42d0-b8e9-497e0800b3f9,32.8,11.7,0,0,6.3,0.09
119ca505-6008-482a-88d1-ad7feae2cf37,8,3.8,0,1,0.5,0.18
1c04219d-08ce-47b1-8017-f841658ab89e,19.8,8.9,0,1,0.7,0.0
3c66aecf-8297-4ed0-ba70-b21ac1cd47d7,25.8,8.1,0,0,1.2,0.19
538aaa5b-0cbb-493c-aa82-01a091ef3ba1,32.7,12.1,1,1,1.6,0.0
487783cb-5f02-4ad7-abce-2fbfcb9ac5ab,37.1,18.8,0,0,5.2,0.0
8bf2ba1b-08c2-4ee0-b451-450c455a3fb6,21.1,11.1,0,0,1.7,0.02
ef355496-9a47-421b-afbe-845daf2fb5e0,27.8,25.1,1,0,3.9,0.45
12040e59-9829-4b42-810a-9b7fa51296e0,20.0,8.0,0,0,5.8,0.2
ec51bb5b-1bc1-447c-b77b-ed7d129f3e28,21.5,10.8,0,0,2.2,0.13
34115143-d43e-4a88-a95e-0b3ca0f95214,22.8,12.7,0,0,1.9,0.22
71c47091-c0f6-4dc6-9ed5-322246ef80a8,24.8,12.2,0,0,2.7,0.11
86f65ac2-4b17-4faa-8814-0c7d0d3b108d,51.0,40.8,4,3,11.0,0.97
0f382442-6cc0-4db8-a24e-aebb728467cc,24.2,11.8,1,0,5.1,0.0
8df71387-084f-4639-9095-7868f00414b2,29.4,11.1,0,0,2.4,0.23
a2656d3b-bbee-457a-800a-522d76526777,23.2,9.7,0,0,0.2,0.24
a203ce21-3def-425f-9ae2-278fd4af45cf,19.7,10.0,0,0,0.9,0.0
29144947-e6bf-4754-9cd1-4bec28877bbd,36.8,19.2,0,0,0.5,0.11
ba88c18f-512a-4d26-a7f3-96655831f6a4,25.7,14.6,0,0,2.4,0.14
367d547a-723a-4190-a33d-678c1a559db3,23.6,11.2,1,0,3.5,0.01
cda882da-6476-4c66-8c3d-f1dbaaa9a983,37.1,21.9,0,0,3.4,0.13
975208af-1565-4fee-af72-5aac2e601d91,21.4,13.7,0,1,5.0,0.19
197fac87-7d75-4f1a-9e76-b0023b10734d,23.3,8.9,1,0,0.2,0.19
e12270c0-c044-41b9-9cbf-6563a60beb81,26.4,10.1,0,1,0.7,0.05
da35aeba-f37b-4165-8e90-4fa8d82d79c6,33.5,16.7,0,0,5.8,0.01
9f8545a4-4b20-4b47-b647-8ac7e72f87de,18.2,10.0,0,0,1.7,0.14
c9302653-ae0b-461c-b0bd-6df29176eb3c,23.3,13.7,0,0,0.5,0.13
59698a32-5579-4584-922f-eb6ebc7409da,32.3,15.7,0,0,0.3,0.32
bf530888-f987-4511-9907-123fc87f3bbc,35.6,15.3,0,0,1.4,0.03
