trip_id,duration_minutes,distance_miles,hard_braking_events,speeding_events,night_driving_minutes,distraction_score
f7c58559-9533-4266-94ef-a3500716a92e,14.9,14.3,4,3,2.8,0.59
56809004-8242-4c69-9cd4-c2ca0002b5f7,18.8,9.8,0,0,5.5,0.2
2b51d719-4f39-4eef-82bc-34eaa8ecb3a8,17.7,13.4,0,0,6.1,0.06
b75a216a-602e-4718-8a08-cab7c442b9dd,32.3,27.0,3,1,15.5,0.49
26ebce23-1caf-4d19-b298-0b3709ca9c69,21.4,15.1,0,0,1.1,0.06
542cbea3-31c8-429d-9892-8fd9a80a3f93,17.3,7.0,0,0,8.2,0.0
e0c9fdca-4546-44a7-8cb8-bf67904db76d,53.3,45.6,5,2,6.2,0.75
db6f7bd4-1e40-4161-8c38-d860c4bc0131,17.2,11.5,0,1,5.1,0.16
7e769564-1a0b-4113-ad20-20c7df148ed1,9.7,1.6,0,1,2.3,0.03
b8cb694e-8cac-4235-b8b6-b62f84c5bf4e,56.5,39.4,3,1,5.7,0.56
f2285fe5-0c45-4aaf-a61d-284c73469200,33.1,33.4,4,2,2.3,1.0
1e59f1ba-f4b6-4a83-b12e-1ddb13f1e8b6,41.0,19.1,0,0,10.1,0.17
b44ba177-071c-4f7b-9d35-6d10fae1022f,27.3,17.0,5,2,2.7,0.74
8f3f9c10-07a4-4940-8c2f-1309e7012ec6,52.8,43.6,4,3,2.4,0.81
bb0a30f8-da2a-461f-9f22-639ffc6b455f,40.0,41.5,4,3,10.1,0.77
034bc831-6d42-43c5-b277-610b19d0a27c,24.4,9.7,0,0,1.7,0.23
6129a4bd-1dfc-4d6a-8fb1-ac0b83271435,25.0,11.8,1,0,7.9,0.12
2ceeb834-9a3c-4d65-b264-2d0f29b5658b,18.2,10.1,0,0,0.2,0.14
075a4049-6d76-422b-9b16-c57e1920a8a3,22.5,6.0,0,0,3.4,0.11
48f90981-a630-4de0-a030-eedf59cfcdf9,37.2,19.8,0,0,1.7,0.15
69f64f1b-e00b-44c9-a2b9-e170c04428ca,29.0,17.5,1,0,2.4,0.11
49df5a1c-45e9-4e25-a1fb-6a5f115af457,24.3,13.6,1,0,5.3,0.2
013cf635-b295-4a96-ba5a-9fbec53e1970,43.4,34.4,5,1,11.2,0.71
c4f04abd-ac47-4232-adaf-1d94caab29dd,22.5,11.3,0,0,6.3,0.09
f0022ae4-102a-44b5-8031-995fbd48c7c0,35.8,15.3,2,0,4.1,0.21
ae6f9242-65ee-4fad-b86b-36dc58f28eb8,26.0,10.9,0,1,4.3,0.31
65b4dd96-b44c-45e1-8228-1fa2976a3769,66.3,64.1,2,2,18.8,0.59
887ae78e-ec24-4161-a9cf-ed3e63e34310,51.3,39.0,5,3,4.7,0.51
656ba7b4-cf45-483a-9527-caf90e487693,23.8,10.1,0,0,1.0,0.1
6fe7dc27-6b2c-46b5-b33a-0f10d238c622,33.0,23.2,5,2,5.5,1.0
411f6fcf-a44d-4f10-a717-a913e42b8e72,31.8,17.1,0,0,8.4,0.19
372d72da-2526-4378-8c48-9068e27eb1bd,28.5,21.3,3,3,2.9,0.54
c5b5a102-bee0-40c3-a0ae-099dafb54b34,50.8,35.9,2,0,7.8,0.42
5a45c9af-8bf0-40ac-b447-5ca08932dd02,11.1,9.8,4,3,1.3,0.62
eb2aecbe-a2b7-45fb-9540-1119ea071702,27.9,18.1,3,2,9.5,0.59
773aeaba-f091-4de1-b591-4778c9464108,17.4,11.5,2,3,4.1,0.38
9d9db0c8-185f-438e-99b0-ab7cc7496aef,36.8,14.3,0,0,9.0,0.14
9bd46619-630e-436a-aa5a-dcb65d3bc169,33.5,14.6,1,0,16.6,0.03
0fd7cb36-bc6c-468a-a947-7116eea8fbb8,11.8,5.6,1,0,1.1,0.23
b2fd185a-6745-489b-99cd-632b796ae0b5,31.4,13.9,3,3,8.0,0.71
a526cf48-6294-4b1d-aabd-9d8b66bb6a97,14.2,10.2,4,1,6.6,0.9
2b54b5e7-675d-4d80-b72b-c49e155ed02f,28.5,13.3,0,0,5.7,0.13
7b087ab7-e596-47a4-8159-c372c111df31,33.2,13.3,0,0,18.9,0.31
396cb255-abd4-4562-b533-4bee2f8b3465,42.7,33.7,5,2,20.1,0.88
07e3ada7-8277-4bff-aed3-82c8d95d19bc,46.7,31.7,3,3,19.6,0.83
8e1a9a24-d234-4c80-b3e5-487a926c3a76,13.0,5.7,1,0,3.7,0.0
c625d5f4-2dd7-4435-8f52-6c61cd37c9ff,34.1,22.8,3,3,19.2,0.66
990b66b5-6e70-4274-91a1-551585ab495d,63.6,64.9,4,3,22.9,0.42
5dd019a6-7195-4b7e-a4a0-16e6338c646f,17.8,7.7,1,0,3.4,0.15
67b07fff-3296-474c-ba44-4b1c4d305569,17.2,11.2,0,0,0.5,0.18
f3ee5c73-16c7-4b69-8b00-475a48ee9b4e,34.4,22.5,1,1,8.4,0.64
41b94e37-b520-40d2-8766-a25a3c77bd4d,36.1,24.1,3,2,7.9,0.52
c41bf082-8159-4781-8330-e9e7ecf45ab5,46.6,26.4,4,3,4.5,0.65
b6d9f083-e13a-45fb-9b42-a4cd8739efa8,21.1,10.5,0,0,9.1,0.41
a30bf4b5-19de-40a8-998d-6c0b9aa0ca5c,29.5,15.0,2,0,8.4,0.26
cc9da13e-8ddb-4af7-8b00-84f539f8bd46,17.4,8.5,1,0,6.1,0.16
53942c3e-5a3d-4f98-8bdf-b2842238d386,16.7,9.5,2,0,4.2,0.32
a06f2ae2-0934-4279-ac87-1487205c58b4,37.8,26.0,4,2,7.4,0.77
cbe5cfec-6a60-4652-b27a-d2c77b2a1d3d,29.6,17.6,1,1,3.3,0.27
8e1a4c51-b9fa-44dd-a803-6e4ec278e904,41.8,36.6,1,1,4.0,0.61
81b25258-1928-40a8-8e27-19104c3172fb,25.5,19.8,3,0,2.4,0.64
5286a0a7-10fa-4e2f-8152-054dff9d172d,29.9,18.6,0,0,5.1,0.24
48c0820c-edfd-482f-9ecf-52dbc73dc330,49.9,41.8,2,3,4.9,0.27
76a90087-573d-4d4c-98e5-8e2907bc669a,32.1,18.8,1,0,5.8,0.12
7d29d974-54f7-475a-8181-6713d0c84004,24.1,7.6,0,0,9.8,0.26
6dbde7a6-bb76-494f-8b76-b7482c750406,21.4,10.2,0,0,9.0,0.09
2b218a4c-1ce6-461c-973e-eb1fa99f4af3,15.3,9.2,1,0,5.4,0.17
ea22e0e5-5115-49f9-9915-8aeeda1f7801,35.6,25.3,4,0,0.3,0.69
b0d91d4d-4b93-4fd8-bc05-d0e3f3acf488,56.3,43.4,3,1,9.3,0.61
99204a84-59ed-44bb-af18-d35a9362e61b,24.8,16.2,1,0,5.5,0.01
9314810b-eff1-402e-8d19-e2cd0f5b8039,22.0,11.7,0,0,10.9,0.15
5244dde3-1850-4acf-b87f-b28ca873f02d,38.6,17.2,0,0,3.2,0.14
14959ee4-997e-498f-a9bc-def3dc02ff35,34.7,16.1,0,0,2.9,0.24
419467b0-3d89-4992-9506-7146dc3e3003,27.1,18.2,0,0,1.7,0.14
01e304f3-bb3e-446a-a867-3725ad57377b,31.2,16.6,0,1,8.5,0.2
10231de4-cbec-4353-812d-98926341a399,22.4,12.4,0,0,5.4,0.11
06e210bb-f15b-4687-a910-10c3e37f606d,39.1,24.9,0,0,9.9,0.0
8d0d1059-3264-4b38-8063-be380900c38b,23.8,9.5,0,0,1.3,0.22
f3b5bff5-a58c-404c-bc6e-f1dd894a00a3,29.4,15.1,0,0,3.6,0.26
bf2c354a-758c-41b9-8119-c5481e5641ed,45.4,35.5,3,1,14.2,0.68
096f6d73-fd75-4230-b2d9-6d8905ce0b57,48.2,41.2,2,2,14.8,0.91
3826b935-2d96-420c-8085-425fb3f68ec9,32.7,16.4,1,0,4.2,0.16
a8e0b7a7-57db-4f8d-b8b1-c234d935aabe,47.3,35.1,2,3,12.9,0.97
0837ffbc-ef64-4058-8464-0d5fca8ef5c2,19.7,8.4,0,0,4.8,0.17
29457d65-3525-4cd3-83c2-9b582e207f06,36.2,33.2,3,1,14.8,0.73
8da4f7b9-cc95-44f0-8849-0c5475c5d038,40.9,36.2,5,2,7.3,0.83
485c0bfa-9ab6-48bb-914c-1d434965f605,28.1,13.4,1,0,7.7,0.37
86ff4784-1312-4091-a092-4728f3da8757,16.4,8.6,1,0,4.7,0.23
6a3e72f3-39a9-4541-b598-0b4134b96b16,27.5,8.9,0,0,3.1,0.07
2ce85754-751f-4f7d-aca7-f82c58980153,23.5,10.9,1,1,1.5,0.14
5bb430ec-8df2-41fc-85fd-ed83d1033545,9.2,7.0,1,0,0.2,0.11
76d81dda-09e0-48fc-9ee3-758a570ec6d0,29.8,16.5,0,1,10.2,0.1
c52abdd6-b6b6-4428-bc17-a76dcadb7c82,23.7,10.3,0,1,3.7,0.24
a16e4a17-fbf8-43f6-9018-4b616e36d6a2,15.8,8.9,0,0,2.0,0.22
e942f22f-8e5b-497d-ba77-657eff3dc0d4,18.2,7.8,0,0,5.7,0.35
46671a85-bc89-4a18-8c69-e7974c034329,20.2,12.8,2,1,1.0,0.76
b254489d-bac7-4dca-b5f6-229c645460d2,65.0,34.5,1,2,11.5,0.6
e9388499-8e69-4aad-8bdd-4a008849f44b,25.5,12.6,5,0,3.2,0.44
43092d45-6f08-4d20-b7e0-126713f400e5,30.6,15.9,0,0,6.4,0.2
4b41ef0b-d957-494d-8b45-05bcfa5e9ac0,48.4,33.9,3,1,17.1,0.8
60226d20-5179-45f7-97e1-7d29033f120b,32.7,18.8,5,3,11.1,0.89
b5445e11-8860-4f32-8395-1369c8cbacd0,50.4,46.3,3,0,13.4,0.67
df8969c5-c509-4e21-946b-d0a8321de37c,38.9,23.3,0,0,2.9,0.17
b057a3e4-06aa-4ff8-9449-0b3c0297bc6e,35.9,25.6,3,2,9.8,0.87
f59a629d-c0e2-4298-9143-812d083194bd,22.3,9.1,0,0,11.2,0.04
9acae62a-874b-4b2b-96ad-9ad8be1713dc,13.6,7.0,2,0,3.3,0.27
870e23c6-4c4e-419c-abe1-04bf6384f318,27.4,14.8,0,0,13.1,0.41
025f32e3-cb54-478f-b834-c4030cacf26e,12.3,4.7,1,0,5.2,0.06
34acc813-f269-4cf0-98b6-57d059bb427f,13.0,5.5,0,0,2.4,0.16
284c70f5-478e-4825-9e09-593c5026c7e2,27.0,16.6,4,3,11.6,0.66
9530379f-18c9-42db-be1f-93ce8f2a903c,42.2,24.1,3,3,1.3,0.66
b136aff9-2d19-4484-9a30-1aaa36b398cd,45.9,23.6,1,0,19.5,0.29
16022fc5-6124-4319-8b81-961f6cbfba0e,47.8,23.3,0,0,10.3,0.3
10cfed04-a4fc-4c98-a4eb-af336e2e16fa,33.5,29.6,3,2,1.0,0.9
49197831-4cf8-4aac-9e55-b1be2925c0e1,33.5,28.4,4,2,6.4,0.63
c82b4e8a-0b94-4a62-bbe8-f0109cfec562,32.5,9.5,0,0,1.5,0.33
7698e962-4138-4988-91f8-23ebdffb756b,8,1.9,0,0,1.7,0.18
b6ffe2b3-054f-4d4b-80f5-96adc4c4726c,15.9,11.0,0,0,5.9,0.05
39f60d9a-e358-4a1e-9dd8-21b3b6a981f4,51.3,38.7,5,3,6.5,0.56
50db7f25-df07-4f5c-b1cc-0f86f366f2e5,33.3,17.2,1,1,1.4,0.14
734baa9b-6dbe-4231-837a-4c63d8d58911,23.0,9.2,0,1,1.7,0.26
c0da2aa9-f9a5-40d3-bce9-f096b7f023d8,13.8,6.1,0,0,2.3,0.06
8b582d84-306b-4f9c-a57e-a9c171128b82,28.1,8.8,0,0,7.8,0.2
05c0b263-394c-4095-b9ae-a76d3b73b306,20.2,10.0,0,1,5.2,0.11
764c6dbe-0c3f-43d0-bfe4-186c06a67a63,18.6,11.4,0,0,5.1,0.21
3cbea6b2-c318-4a13-a3b3-b3de1e768880,24.1,10.5,0,0,3.4,0.15
8326eb30-fea1-4ae8-8c64-d0f0df074e36,46.1,25.6,0,0,9.2,0.07
cf768ea2-46dd-41a2-be0a-e325e7e0d364,27.4,14.5,0,0,6.5,0.3
