trip_id,duration_minutes,distance_miles,hard_braking_events,speeding_events,night_driving_minutes,distraction_score
d5228e6f-4026-4b14-8d11-bb198b6568a8,24.9,14.8,1,0,7.7,0.26
2ce91cf2-3f6a-4bf7-913e-72e9d2b1e5c7,30.4,17.6,0,0,14.1,0.52
91d6f204-6f26-4504-af28-469cc0818d4d,22.6,9.2,1,0,6.6,0.29
d2695e9c-6f83-44fe-ae22-158dbff557c6,14.8,8.7,0,0,3.0,0.4
a90d21e0-88ad-4583-a8ff-0017d309e78e,24.0,11.5,0,0,0.5,0.4
5d6622c6-d6a1-4075-ba85-d2e8d92f8f07,34.9,19.4,3,2,4.6,0.93
dd043f72-83c5-47cd-9a5d-21c9f5e51903,28.5,15.4,0,0,8.7,0.31
2066f11a-133c-465d-a7b9-0ffb8e019e25,40.6,24.6,3,2,16.2,1.0
275053c4-20f1-4e02-a89e-e3cc4a5a93ad,32.6,25.8,3,2,4.1,0.79
42f12489-13de-4378-aaa3-482c1ec1067b,46.7,40.2,3,2,12.1,1.0
d44ec316-db8e-45fd-9bd7-69873351fc1e,39.1,34.1,3,1,2.3,0.8
28ee0c3a-254a-444f-b3be-71111d14821e,53.1,43.3,3,2,7.8,0.81
81e6db51-0ea3-46e1-b19b-1f6557c723ed,16.5,6.7,0,0,6.0,0.36
36917d49-7f69-476b-b032-a74a4fe6175f,10.1,6.8,0,0,4.0,0.35
b43ffd39-a4f2-4c65-bcf4-23bdc4fea0e3,42.7,30.7,5,3,0.8,1.0
70c3108c-1bb9-435f-956f-1eefad7c5899,17.9,11.6,0,0,5.5,0.21
6cefa73a-d325-41cb-8305-c165d1fe7c93,73.1,43.4,3,2,15.2,0.91
99693c7d-90e9-4d26-8205-452c6ec065b0,15.4,11.2,2,1,3.5,0.22
de2d08f1-e107-479e-ba17-14d8d5183991,23.4,13.2,0,0,8.8,0.3
c818742b-1cf6-424f-9170-a0e58ed0a831,60.4,48.6,3,2,26.9,1.0
7212aa48-2fe7-41d4-add8-93e9aac0e4e3,36.4,29.8,3,3,9.6,0.91
9efb70c0-148b-41a5-8a93-917b54dc1497,41.1,29.0,3,1,14.7,0.65
3faa71b8-fd31-426c-ae77-7a3c3f32d864,33.5,20.9,5,1,9.6,0.95
604ce344-238b-42a5-a9d5-fc074997f6b7,67.4,59.2,3,2,8.5,0.8
caba4115-a1de-4068-813f-9a93419cfd07,30.8,17.7,0,0,17.6,0.55
e764561b-14c8-4be0-9f67-8dd2950e50d2,25.3,14.2,0,0,6.5,0.22
13c3f3f2-7465-44c0-b42a-c2011f9da74e,18.4,8.7,0,0,3.6,0.23
e2a15400-f17e-4781-bda1-7c25da907bd8,24.6,14.4,0,1,12.0,0.67
1f7060f0-b1fa-4e55-a5ed-047e63806618,23.6,12.4,0,0,6.5,0.25
3c2c0f90-d50d-451f-93b6-b10e392e69c2,22.5,15.3,4,3,12.3,1.0
f76e66f5-527c-431d-9b28-520378cb4da0,23.1,10.0,0,1,6.2,0.32
68b98b5a-4b15-44b1-acad-e269d945ac1a,64.7,50.4,3,1,8.6,0.9
15b94961-794d-4ee0-872e-168f9f1a44e9,30.9,18.1,0,0,11.4,0.41
8bee033c-1793-42b3-8308-ed35d08b8326,34.4,18.4,3,2,3.6,0.87
f472fecd-3929-4ab8-9be8-01ccb88703ec,68.4,43.2,4,1,17.4,0.93
405d320e-e1a3-4a9a-85a5-86af77a9870f,26.3,14.9,0,0,6.4,0.38
029325c2-c4e4-42b5-ae42-ffa813d5b3de,47.3,38.4,4,2,21.4,1.0
771668fd-e1d6-4389-9e14-b880d9a47272,53.9,26.3,1,2,3.3,1.0
a8d90553-819f-4d76-a00f-b163a8a6557b,14.3,6.4,0,1,4.2,0.28
653d28d6-484d-49c6-a9b3-9d75ab1f024b,17.3,7.2,0,0,7.6,0.36
79f4aea5-a4ad-4936-a949-95d17f839df1,63.5,43.1,5,2,14.8,0.71
aa37c4c6-4621-4e43-8408-f1409419ae43,24.5,11.0,0,0,1.5,0.23
d8b60912-9c3b-4294-8341-101ef9c29107,29.3,15.5,0,0,3.2,0.5
9546dd70-a761-442c-a615-3bf1a7b55e98,17.1,8.4,0,0,4.2,0.43
327174dc-4b99-4273-b5cb-f604e2b64e33,16.2,6.0,0,0,2.2,0.4
e06b9966-73c9-4985-b46a-7047a31ba429,50.1,38.5,3,1,8.4,1.0
a9b598d8-a96d-4a4c-9888-2ebf320c76eb,14.6,8.7,2,2,3.8,0.85
18176be5-9223-4a4c-a4b8-3ada4e65ac3b,20.1,16.9,3,1,2.9,0.82
987a1130-0576-42cd-af9d-dc3b45014139,36.3,15.4,0,0,6.8,0.28
466f0878-74a0-47c4-9a23-c2921d8ff8cb,32.8,12.7,0,0,1.7,0.4
1c1f1bd7-f310-4891-9c2d-86b5c404a470,35.4,14.5,1,0,17.3,0.6
cb17cfcd-37ca-4105-af5e-fed9fc4fa1b7,8,3.3,1,0,3.3,0.37
22817a2a-c774-4268-ae78-3d311c538f9d,26.0,12.5,0,0,10.2,0.46
3c735f59-ee69-4133-8eaf-ccb83a560422,30.6,14.8,0,0,9.9,0.3
5fb44c68-3d34-4d69-9f60-a81a875de351,34.6,23.1,3,3,13.1,0.87
3a2b2673-0833-4012-93e9-68b5efa3fc02,31.9,15.1,0,0,4.6,0.35
4b26e625-00d3-4334-97d2-6bb0d81fc177,16.7,11.4,0,0,2.4,0.49
99687071-8a39-44bf-9bcd-de4f9a505511,46.2,31.1,4,3,13.5,1.0
71c39418-50a3-414f-8dda-95e9ebd32b1e,35.4,16.7,0,0,7.2,0.33
abc81233-81f9-42e1-bf0a-9934339e0bbf,16.4,8.6,0,0,1.5,0.41
e34571bb-4ef5-4bba-8b16-89c45ad0f10f,43.6,29.7,3,2,11.8,0.87
510b45a0-c18e-4acc-9234-abeb0923a92f,36.4,23.8,4,1,12.2,1.0
6304a6e0-d8b4-448d-a0bf-9526aeef8299,29.4,17.0,4,0,4.5,0.97
c08c87af-1914-407b-b0f7-7c1762d79b74,25.0,12.0,0,1,4.7,0.34
3b1b4f58-ddab-447e-81d8-67867df18801,40.5,27.6,1,3,27.5,1.0
beb61876-3fef-44df-a561-dfb7fcd2347f,13.0,8.9,0,0,4.0,0.37
6f794f3b-5e52-46e8-be12-d2bfd03b9bd0,27.2,13.2,0,1,10.0,0.45
82e13ca3-31bb-4f07-8cc9-0b8019d14fd5,39.1,24.0,1,0,11.5,0.38
dff54db8-44ca-4d74-be9d-20f0d07cd547,19.8,5.6,0,1,1.1,0.29
c4f50f3d-86ab-432a-a252-29f23399a219,34.7,14.4,0,0,4.3,0.4
2c00614d-be9f-4691-84f8-8eb91e41af18,69.0,42.2,3,1,55.0,1.0
b48f1aa7-f216-4dab-8ac2-cc1734d694ac,19.2,9.2,2,0,0.5,0.24
5036e363-bcc5-4be0-8b66-0875ac4c4679,33.4,10.7,1,0,3.9,0.38
b5cce78c-0cf0-497c-9aac-cb091385a7ef,54.9,42.6,4,2,3.4,0.75
dd7491c2-13a0-43b1-a136-99b46968631c,26.0,11.5,0,0,5.6,0.26
0989bba9-648d-49a9-aff5-e8fd4a6b0589,38.2,24.4,4,1,12.6,0.75
6cf15314-f59a-478c-bb74-e2711691a093,51.7,44.0,4,2,19.9,1.0
d42e807f-d46b-4b36-ac16-aa9a05173aa6,20.6,10.4,0,1,3.2,0.44
cedba402-953b-4979-9c28-54d68eec167d,27.8,27.4,2,2,4.2,0.94
dba6bf81-ac85-4650-8ad9-319af58e5529,29.0,15.0,3,1,2.1,0.65
cb3368db-133e-4693-90e3-2df5e0d126a8,34.4,27.0,1,0,11.3,0.84
02d9141e-e7f4-4a29-907d-d19853273bf7,46.9,26.0,4,1,6.7,0.82
b742ad8a-343a-417d-bc1c-91dfb8ff08a1,16.2,10.8,1,0,2.4,0.27
27f35cc2-775b-45ca-99c6-7bd4288f2b30,22.0,13.2,1,1,1.1,0.74
a521b11f-49a2-4072-8568-ea31a625fe9b,29.5,14.8,2,0,9.5,0.43
72a0272e-6632-4876-b5a3-26860861b58e,68.6,43.3,4,0,8.6,0.82
7c012563-997a-42df-b109-6753147f924b,23.0,9.6,0,0,2.7,0.38
c4088294-c67b-4702-a463-a07bc767d4e8,31.2,16.5,0,1,7.6,0.36
6d4c0b32-4b48-4726-b00e-6a0681f4ec4a,10.6,4.6,0,0,1.8,0.28
ab406ce2-efc1-4d31-a0d5-e4a662be687c,75.5,56.5,4,1,12.5,0.94
85d42f9a-358b-455e-bf15-9963133f9d73,15.8,6.2,0,1,6.0,0.34
416ef0b4-3527-4f67-8810-19e749453cf9,42.7,17.2,0,0,12.0,0.48
1e06d38e-29f1-4ad7-884e-d46fd794e298,17.3,9.5,2,3,1.9,0.62
6b124558-b6f8-47c5-a8c1-8d8da6bad3dd,25.6,11.3,0,1,5.8,0.31
c6bbe0ce-bc4f-4fe5-8c3d-a23205e6343e,19.2,6.7,0,0,2.0,0.43
7b9ba675-0843-4c9c-a7bd-dbef82d967e4,49.1,38.3,5,2,20.7,0.96
bf3c86d8-51ee-4aba-b4d0-0ee9bc11a7aa,59.9,46.1,5,1,0.5,0.93
b227477f-f792-490a-8835-286d247c8af5,35.9,18.6,3,1,3.9,1.0
1bbad54f-8c24-47ec-a54d-1fd24666ea26,48.5,40.5,5,1,7.2,0.94
1e1cd174-9f0c-43cf-a668-084fd519d8b1,12.3,7.5,0,0,1.3,0.36
11abf0b3-df43-41bf-9add-4c4a53a0fdec,24.4,18.1,2,2,4.6,1.0
fdfbe576-54c5-420c-95ea-b872515f8dc7,63.6,62.1,2,0,24.8,0.93
0ecd5676-298f-42ba-87bf-13cbb5c0706e,31.4,10.8,0,0,9.6,0.39
877c5de5-c50c-4f57-a2c2-db18f958d3f2,61.7,41.3,4,2,6.2,0.95
8bba374d-2149-4d79-beb7-a36fcc5caab0,74.8,59.2,3,3,28.1,0.97
194e2e74-fd56-44a5-9a0e-24ae7295835f,25.3,5.7,0,0,1.2,0.37
ef2e8957-a27a-44ea-83b2-98342146c619,48.8,38.3,5,2,11.6,0.98
e28200fc-a47c-407d-943f-84ae4566db9e,19.0,7.5,0,0,7.1,0.4
2ba70944-bd44-49c1-9abd-1280e3d2d13b,39.5,33.5,3,2,12.0,0.99
82dd131f-a004-4412-89e2-826557c0daa1,50.1,30.3,5,2,6.1,1.0
095e1ba4-6522-41c9-9c0e-b0dd6d999ffc,37.1,34.6,2,2,10.9,0.9
595f6b42-8f12-4100-9444-02da7004c3c9,35.8,14.6,0,0,1.5,0.58
18d3e8a5-2d8a-45bb-ac7d-42b576ee6e8a,20.7,11.5,0,0,9.2,0.39
3afdfb64-137a-4e6f-98d3-643da03116ec,40.9,20.7,5,3,7.5,0.93
ec88549d-ba58-487b-96c5-b54edc6e2e41,36.9,18.3,0,0,9.6,0.36
7d96b5f7-2873-429c-ab57-373598e267fa,19.8,10.4,1,0,7.2,0.37
5059117b-9f3a-4566-bca6-b65df79ff7f6,30.5,15.4,0,0,12.2,0.35
0b95107a-f832-40fb-9e88-ad8f39218522,52.1,42.8,3,3,2.3,0.89
61ad8b9e-f53e-470b-a6dc-1b792b5aa1c2,26.9,10.7,0,0,0.8,0.26
f9c36594-0371-45ae-9dae-c03502944416,67.5,51.1,2,2,31.0,0.95
1b389fad-c796-4781-a54b-2b49be074797,43.7,29.3,3,1,16.3,1.0
4f5c3ab8-8ca0-415e-be61-f1d17316efcd,66.2,45.7,5,1,9.1,0.93
4637394a-f0fd-401d-8e76-f0c470e24552,43.9,31.0,3,3,9.6,1.0
25f296e8-40ea-4acd-8d36-4f684a0b8d4e,27.7,12.9,0,0,5.2,0.49
a8562c14-d0c7-4b45-b36a-4cf5ef6b46b3,8,4.5,0,0,1.0,0.4
d9f80c41-886e-4aa9-a6a5-c05006c07744,27.7,13.3,0,0,7.8,0.34
136008dc-88a4-47fb-a2f5-58f83e57a274,37.0,17.8,1,0,5.5,0.34
6087d2ef-cc7c-49b9-b273-262373458271,56.1,23.1,4,1,5.7,1.0
5647594e-005d-4f32-ace4-a8f6fa8e1564,40.8,33.6,4,1,11.5,0.99
8e6d07b7-ab77-4a18-8f82-6c6cd0488e31,47.2,38.6,2,0,7.2,0.72
fb69e946-2ce7-4ca6-86dc-29b1bebc44d2,57.4,53.2,1,0,25.9,1.0
2a3de39f-b6ab-4d88-bcc4-cc85faea3262,43.2,47.3,3,3,20.1,0.96
a165d9c5-558f-422c-8e70-5e9f002276da,13.9,5.6,1,0,3.8,0.24
37fb4cd9-231c-4ef6-b0dc-37e9219b067c,20.7,9.5,0,0,9.6,0.48
623ab4bc-7df1-47b8-87f2-0abb38e367ae,21.4,9.2,0,0,15.9,0.59
4c81a5ad-53ba-40ed-a269-ced8b529b471,34.0,16.8,1,1,6.6,0.26
7dc01b93-9445-4490-968f-c8ddec20f7de,54.9,41.8,2,2,0.9,0.75
5ad780e5-b370-4c0d-8079-710d858b4434,27.0,17.1,0,0,15.9,0.25
1ad48a52-2aa2-49fe-858b-0b66fcabb7fa,20.2,8.7,0,0,8.7,0.31
